timestamp,price,volume
2025-07-10 09:21:47+05:30,30.35,150
2025-07-10 09:21:47+05:30,30.1,75
2025-07-10 09:21:48+05:30,30.1,75
2025-07-10 09:21:49+05:30,30.0,150
2025-07-10 09:21:49+05:30,30.05,75
2025-07-10 09:21:50+05:30,30.35,300
2025-07-10 09:21:51+05:30,30.65,75
2025-07-10 09:21:51+05:30,30.55,75
2025-07-10 09:21:52+05:30,30.75,75
2025-07-10 09:21:52+05:30,31.05,75
2025-07-10 09:21:53+05:30,31.05,75
2025-07-10 09:21:54+05:30,31.15,75
2025-07-10 09:21:54+05:30,31.1,300
2025-07-10 09:21:55+05:30,30.8,75
2025-07-10 09:21:55+05:30,30.8,75
2025-07-10 09:21:56+05:30,30.7,75
2025-07-10 09:21:56+05:30,30.5,75
2025-07-10 09:21:57+05:30,30.7,75
2025-07-10 09:21:57+05:30,30.7,75
2025-07-10 09:21:58+05:30,30.7,75
2025-07-10 09:21:59+05:30,30.55,75
2025-07-10 09:21:59+05:30,30.6,75
2025-07-10 09:22:00+05:30,30.6,75
2025-07-10 09:22:00+05:30,30.35,75
2025-07-10 09:22:01+05:30,30.45,75
2025-07-10 09:22:01+05:30,30.4,75
2025-07-10 09:22:02+05:30,30.6,150
2025-07-10 09:22:02+05:30,30.5,150
2025-07-10 09:22:03+05:30,30.5,1050
2025-07-10 09:22:04+05:30,30.9,75
2025-07-10 09:22:04+05:30,31.0,75
2025-07-10 09:22:05+05:30,31.05,75
2025-07-10 09:22:06+05:30,31.2,150
2025-07-10 09:22:06+05:30,31.35,75
2025-07-10 09:22:07+05:30,31.05,75
2025-07-10 09:22:07+05:30,31.05,75
2025-07-10 09:22:08+05:30,31.55,375
2025-07-10 09:22:09+05:30,31.65,75
2025-07-10 09:22:09+05:30,31.9,75
2025-07-10 09:22:10+05:30,31.8,75
2025-07-10 09:22:11+05:30,31.7,75
2025-07-10 09:22:11+05:30,31.75,150
2025-07-10 09:22:12+05:30,31.7,75
2025-07-10 09:22:12+05:30,31.6,75
2025-07-10 09:22:13+05:30,31.45,75
2025-07-10 09:22:14+05:30,31.4,225
2025-07-10 09:22:14+05:30,31.3,150
2025-07-10 09:22:15+05:30,31.05,75
2025-07-10 09:22:16+05:30,31.0,75
2025-07-10 09:22:16+05:30,31.0,300
2025-07-10 09:22:17+05:30,31.0,75
2025-07-10 09:22:17+05:30,31.15,450
2025-07-10 09:22:18+05:30,30.95,75
2025-07-10 09:22:19+05:30,31.0,675
2025-07-10 09:22:19+05:30,31.15,75
2025-07-10 09:22:20+05:30,31.15,300
2025-07-10 09:22:21+05:30,31.25,300
2025-07-10 09:22:21+05:30,31.35,150
2025-07-10 09:22:22+05:30,31.45,75
2025-07-10 09:22:23+05:30,31.5,150
2025-07-10 09:22:24+05:30,31.45,75
2025-07-10 09:22:24+05:30,31.3,300
2025-07-10 09:22:25+05:30,31.5,75
2025-07-10 09:22:26+05:30,31.5,150
2025-07-10 09:22:26+05:30,31.75,75
2025-07-10 09:22:27+05:30,31.55,525
2025-07-10 09:22:27+05:30,31.7,225
2025-07-10 09:22:28+05:30,31.9,75
2025-07-10 09:22:29+05:30,32.15,75
2025-07-10 09:22:29+05:30,32.0,75
2025-07-10 09:22:30+05:30,32.0,75
2025-07-10 09:22:30+05:30,31.85,300
2025-07-10 09:22:31+05:30,31.8,75
2025-07-10 09:22:31+05:30,31.85,150
2025-07-10 09:22:32+05:30,32.1,75
2025-07-10 09:22:32+05:30,32.05,150
2025-07-10 09:22:33+05:30,32.1,75
2025-07-10 09:22:34+05:30,32.1,225
2025-07-10 09:22:34+05:30,32.15,225
2025-07-10 09:22:35+05:30,32.15,300
2025-07-10 09:22:36+05:30,31.8,75
2025-07-10 09:22:36+05:30,31.95,150
2025-07-10 09:22:37+05:30,31.5,75
2025-07-10 09:22:37+05:30,31.45,150
2025-07-10 09:22:38+05:30,31.6,150
2025-07-10 09:22:39+05:30,31.8,75
2025-07-10 09:22:39+05:30,31.7,75
2025-07-10 09:22:40+05:30,31.0,300
2025-07-10 09:22:41+05:30,31.3,150
2025-07-10 09:22:41+05:30,31.3,75
2025-07-10 09:22:42+05:30,31.45,75
2025-07-10 09:22:42+05:30,31.5,75
2025-07-10 09:22:43+05:30,31.6,75
2025-07-10 09:22:44+05:30,31.7,75
2025-07-10 09:22:44+05:30,31.85,75
2025-07-10 09:22:45+05:30,31.7,225
2025-07-10 09:22:46+05:30,31.45,150
2025-07-10 09:22:46+05:30,31.25,75
2025-07-10 09:22:47+05:30,31.4,150
